tt0113774,71754,The Thief and the Cobbler,Richard Williams,7.1,U,129 min,1993
tt0112556,43612,The Santa Clause 3: The Escape Clause,Michael Lembeck,4.8,A,136 min,2006
tt0112373,51352,The Rugrats Movie,Igor Kovalyov,5.9,U,149 min,1998
tt0115033,16934,Trollhunters: Rise of the Titans,Johane Matte,6.6,U,132 min,2021
tt0116606,10324,Muppets from Space,Tim Hill,6.2,U,228 min,1999
tt0114536,78406,The Tale of Despereaux,Sam Fell,6.1,U,125 min,2008
tt0117427,55731,Christmas with the Kranks,Joe Roth,5.5,U,136 min,2004
tt0106473,32119,Wildfire: The Legend of the Cherokee Ghost Horse,Eric Parkinson,7.7,A,128 min,2023
tt0103859,11066,Dreamer,John Gatins,6.8,G,103 min,2005
tt0109424,11104,Next Gen,Kevin R. Adams,6.6,,143 min,2018
tt0114808,37975,Buckley's Chance,Tim Brown,5.6,,89 min,2021
tt0116324,2074,Son of Rambow,Garth Jennings,7,Passed,107 min,2007
tt0110647,27793,The Country Bears,Peter Hastings,4.3,UA,119 min,2002
tt0111055,44284,The Christmas Chronicles,Clay Kaytis,7,Passed,117 min,2018
tt0110217,290157,Mighty Morphin Power Rangers: Once & Always,Charlie Haskell,5.7,,153 min,2023
tt0114131,110972,Maquia: When the Promised Flower Blooms,Masakazu Hashimoto,7.4,Passed,68 min,2018
tt0112364,32622,The Courtship of Eddie's Father,Vincente Minnelli,6.8,UA,143 min,1963
tt0113107,73067,The Perfect Man,Mark Rosman,5.4,UA,138 min,2005
tt0113451,11863,Middle School: The Worst Years of My Life,Steve Carr,6.1,UA,156 min,2016
tt0114015,55475,First Kid,David Mickey Evans,5.2,UA,130 min,1996
tt0114500,124636,3 Ninjas: Knuckle Up,Shin Sang-ok,4.3,A,115 min,1995
tt0116130,9101,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,4.4,UA,132 min,2010
tt0113125,123360,The Perfect Game,William Dear,6.9,UA,167 min,2009
tt0113756,5757,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,Wataru Takahashi,6.3,PG,96 min,2018
tt0113952,39428,Darby O'Gill and the Little People,Robert Stevenson,7.1,UA,163 min,1959
tt0114618,124639,Planes: Fire & Rescue,Bobs Gannaway,5.9,UA,146 min,2014
tt0118055,9302,Jem and the Holograms,Jon M. Chu,4.2,,87 min,2015
tt0115685,11000,Free Willy 2: The Adventure Home,Dwight H. Little,5.1,U,186 min,1995
tt0113200,249882,The Breadwinner,Nora Twomey,7.7,A,321 min,2017
tt0112585,16388,Jack Frost,Troy Miller,5.4,UA,134 min,1998
tt0112442,9737,Homeward Bound II: Lost in San Francisco,David R. Ellis,5.9,UA,135 min,1996
tt0112342,30765,Penguin Bloom,Glendyn Ivin,6.8,R,129 min,2020
tt0112461,10474,Asterix at the Olympic Games,FrÃ©dÃ©ric Forestier,5.2,UA,140 min,2008
tt0112427,22279,Dunston Checks In,Ken Kwapis,5.4,A,138 min,1996
tt0109093,30157,Escape from Planet Earth,Cal Brunker,5.8,U,96 min,2012
tt0112384,568,How to Eat Fried Worms,Bob Dolman,5.3,A,180 min,2006
tt0114287,11780,That Darn Cat!,Robert Stevenson,6.7,U,153 min,1965
tt0112288,34996,Missing Link,Chris Butler,6.7,A,158 min,2019
tt0112462,414,Max Keeble's Big Move,Tim Hill,5.4,UA,118 min,2001
tt0061395,649,Pippi Longstocking,Olle Hellbom,7,U,103 min,1969
tt0112495,1873,Black Beauty,Caroline Thompson,6.6,A,132 min,1994
tt0112541,5894,Million Dollar Arm,Craig Gillespie,7,UA,167 min,2014
tt0109370,1775,The Girl Who Leapt Through Time,Mamoru Hosoda,7.7,U,122 min,2006
tt0112642,8839,Mars Needs Moms,Simon Wells,5.4,UA,140 min,2011
tt0112688,20649,Little Women,Mervyn LeRoy,7.2,U,210 min,1949
tt0112715,10329,G for Gap,Fei Long,7.2,R,156 min,2024
tt0112740,8963,The Forger,Lawrence Roeck,5.3,U,119 min,2012
tt0109508,26564,The Last Mimzy,Robert Shaye,6.2,UA,135 min,2007
tt0112851,8068,The Secret of Kells,Tomm Moore,7.5,U,156 min,2009
tt0112857,8512,Family Camp,Brian Cates,4.9,A,107 min,2022
tt0112864,1572,Black Beauty,Ashley Avis,6.4,A,138 min,2020
tt0112887,13552,Veer-Zaara,Yash Chopra,7.8,,128 min,2004
tt0113044,259209,Prom Pact,Anya Adams,6.4,A,170 min,2023
tt0113071,6520,Peter Rabbit 2: The Runaway,Will Gluck,6.2,A,178 min,2021
tt0113114,9073,Dolphin Tale,Charles Martin Smith,6.8,U,160 min,2011
tt0113243,10428,Old Dogs,Walt Becker,5.3,A,130 min,2009
tt0113464,17447,Parental Guidance,Andy Fickman,6,U,127 min,2012
tt0113481,9886,Short Circuit 2,Kenneth Johnson,5.7,R,142 min,1988
tt0113492,9482,The Amazing Maurice,Toby Genkel,6.2,U,86 min,2022
tt0113500,19326,Andre,George Miller,5.7,A,132 min,1994
tt0113540,9344,Spencer's Mountain,Delmer Daves,7,U,162 min,1963
tt0113677,9071,The 7th Voyage of Sinbad,Nathan Juran,7,A,129 min,1958
tt0113690,8973,A Cinderella Story: Starstruck,Charlotte Colbert,5.5,U,162 min,2021
tt0107447,15730,Miracle on 34th Street,George Seaton,7.9,U,99 min,1947
tt0113729,47608,The Bear,Jean-Jacques Annaud,7.7,PG,177 min,1988
tt0113749,2293,Finding Your Feet,Richard Loncraine,6.8,U,204 min,2017
tt0113820,9070,Chupa,JonÃ¡s CuarÃ³n,5.5,PG,91 min,2023
tt0113851,68274,Nim's Island,Jennifer Flackett,6,U,172 min,2008
tt0110604,48787,The Little Prince,Stanley Donen,6.4,U,129 min,1974
tt0110620,34574,The Willoughbys,Kris Pearn,6.4,,110 min,2020
tt0113957,1642,Shaun the Sheep Movie,Mark Burton,7.3,A,179 min,2015
tt0113986,11472,A Greyhound of a Girl,Enzo D'AlÃ²,7.2,U,121 min,2023
tt0114095,36196,Goodbye Christopher Robin,Simon Curtis,7.1,U,91 min,2017
tt0114194,11980,The Royal Treatment,Rick Jacobson,5.2,A,96 min,2022
tt0114241,58372,Miracle on 34th Street,Les Mayfield,6.6,,118 min,1994
tt0114323,32646,Wonder Park,Dylan Brown,5.9,A,105 min,2019
tt0114345,10533,The War with Grandpa,Tim Hill,5.7,U,136 min,2020
tt0114435,56088,Fantasy Football,Anton Cropper,5.9,,88 min,2022
tt0114436,10802,Samson and Delilah,Cecil B. DeMille,6.8,Passed,138 min,1949
tt0114478,10149,Zara Hatke Zara Bachke,Laxman Utekar,6,Passed,126 min,2023
tt0114496,18402,Night at the Museum: Kahmunrah Rises Again,Matt Danner,5,Passed,99 min,2022
tt0114508,9348,Whale Rider,Niki Caro,7.5,Passed,95 min,2002
tt0114534,139408,Rescued by Ruby,Katt Shea,7.1,Passed,45 min,2022
tt0114558,281,A-X-L,Oliver Daly,5.3,R,122 min,2018
tt0058450,5967,The Secret of Moonacre,Gabor Csupo,6,UA,136 min,2008
tt0114666,79593,Yogi Bear,Eric Brevig,4.6,16,130 min,2010
tt0114663,47939,The Addams Family 2,Conrad Vernon,5.4,TV-MA,106 min,2021
tt0114702,36834,Little Nemo: Adventures in Slumberland,Masami Hata,7.1,A,145 min,1989
tt0114682,9090,D.A.R.Y.L.,Simon Wincer,6.3,R,139 min,1985
tt0114781,3512,Treasure Island,Byron Haskin,6.9,UA,160 min,1950
tt0114798,52856,Fantasia 2000,James Algar,7.1,A,137 min,1999
tt0114805,77350,Benji,Brandon Camp,6.3,R,118 min,2018
tt0114887,9560,102 Dalmatians,Michael D Moore,4.8,R,122 min,2000
tt0114898,9804,My Favorite Martian,Donald Petrie,5.1,U,100 min,1999
tt0114928,31611,Overcomer,Alex Kendrick,6.7,,196 min,2019
tt0114938,65796,Animal Crackers,Tony Bancroft,5.8,UA,153 min,2017
tt0109340,49805,A Week Away,Roman White,5.8,U,125 min,2021
tt0112602,26258,A Simple Wish,Michael Ritchie,5.3,UA,99 min,1997
tt0111579,50797,Wonderwell,Vlad Marsavin,6,A,149 min,2023
tt0110882,19155,A Street Cat Named Bob,Roger Spottiswoode,7.3,U,117 min,2016
tt0112471,76,Animal Crackers,Victor Heerman,7.4,A,139 min,1930
tt0112508,11017,Rumble,Hamish Grieve,5.9,U,95 min,2021
tt0112438,37141,Snow Day,Chris Koch,5.2,U,151 min,2000
tt0112571,9382,Too Old for Fairy Tales 2,Kristoffer Rus,4.8,A,134 min,2024
tt0112757,6715,The Water Horse,Jay Russell,6.4,UA,123 min,2007
tt0112643,18256,Flipper,Alan Shapiro,5.3,UA,152 min,1996
tt0112679,22625,Flow,Gints Zilbalodis,7.6,A,129 min,2024
tt0109445,2292,The Ant Bully,John A. Davis,5.8,PG,93 min,2006
tt0112883,1909,Teen Titans GO! To the Movies,Aaron Horvath,6.7,UA,122 min,2018
tt0109635,8984,The Kid,Charles Chaplin,8.2,U,155 min,1921
tt0112899,61813,Once Upon a Forest,Charles Grosvenor,6.4,A,153 min,1993
tt0109676,4954,We're Back! A Dinosaur's Story,Phil Nibbelink,6,UA,120 min,1993
tt0112854,62488,Nancy Drew,Andrew Fleming,5.9,UA,104 min,2007
tt0109579,10531,3 Ninjas Kick Back,Charles T. Kanganis,4.6,R,116 min,1994
tt0109642,11929,The Healer,Paco Arango,6.4,UA,130 min,2016
tt0109686,8467,Lucy Shimmers and the Prince of Peace,Rob Diamond,7.1,PG-13,130 min,2020
tt0111797,10451,The Beat Beneath My Feet,John Williams,6.4,G,93 min,2014
tt0109759,20156,Ruby Red,Felix Fuchssteiner,6,,92 min,2013
tt0109758,18395,Beethoven's 2nd,Rod Daniel,5,U,98 min,1993
tt0109707,522,The Odd Life of Timothy Green,Peter Hedges,6.6,R,148 min,2012
tt0113117,397,Rocky Aur Rani Kii Prem Kahaani,Karan Johar,6.5,R,122 min,2023
tt0113097,10525,A Whisker Away,Jun'ichi SatÃ´,6.7,U,144 min,2020
tt0113028,27985,The Nut Job,Peter Lepeniotis,5.7,UA,132 min,2014
tt0113198,15789,Simon Birch,Mark Steven Johnson,6.8,PG-13,121 min,1998
tt0113303,27303,Paulie,John Roberts,6.5,R,140 min,1998
tt0113089,21183,BMX Bandits,Brian Trenchard-Smith,5.5,R,80 min,1983
tt0109771,10954,Strange Magic,Gary Rydstrom,5.7,U,156 min,2015
tt0113199,47867,The Bad News Bears in Breaking Training,Michael Pressman,5.6,UA,131 min,1977
tt0113234,43475,Shrek the Musical,Michael John Warren,6.9,Unrated,183 min,2013
tt0109906,72031,Raise Your Voice,Sean McNamara,5.8,R,111 min,2004
tt0110057,14275,Free Birds,Jimmy Hayward,5.8,U,100 min,2013
tt0110005,1024,Over the Moon,Glen Keane,6.3,A,141 min,2020
tt0110066,17207,Stuart Little 2,Rob Minkoff,5.5,A,154 min,2002
tt0110116,13701,Abbott and Costello Meet Frankenstein,Charles Barton,7.3,U,92 min,1948
tt0110006,14819,North,Rob Reiner,4.5,UA,87 min,1994
tt0113360,32631,Fun Size,Josh Schwartz,5.4,U,224 min,2012
tt0110099,11777,The Boxtrolls,Graham Annable,6.8,A,107 min,2014
tt0110148,628,Harriet the Spy,Bronwen Hughes,6,U,169 min,1996
tt0113463,87729,Pom Poko,Isao Takahata,7.3,U,103 min,1994
tt0110189,18713,Underdog,Frederik Du Chau,4.8,R,127 min,2007
tt0110216,6280,Woody Woodpecker,Alex Zamm,4.2,R,117 min,2017
tt0113501,9061,Charlotte's Web,Charles Nichols,6.9,U,98 min,1973
tt0113538,37108,Secret Society of Second Born Royals,Anna Mastro,5,A,93 min,2020
tt0113552,6071,The Wild,Steve 'Spaz' Williams,5.2,A,98 min,2006
tt0076759,11,The Swan Princess,Richard Rich,6.4,,170 min,1994
tt0110367,9587,An American Tail: Fievel Goes West,Phil Nibbelink,6.5,UA,98 min,1991
tt0113670,19101,Wild Hearts Can't Be Broken,Steve Miner,7.2,U,189 min,1991
tt0110296,49980,White Fang,Randal Kleiser,6.7,R,101 min,1991
tt0109731,17961,Captains Courageous,Victor Fleming,7.9,U,99 min,1937
tt0103994,18183,The Muppets Take Manhattan,Frank Oz,6.8,U,102 min,1984
tt0110322,4476,Thomas and the Magic Railroad,Britt Allcroft,4.2,UA,127 min,2000
tt0110443,11008,Planet 51,Jorge Blanco,6,UA,133 min,2009
tt0110365,47504,Hop,Tim Hill,5.4,R,171 min,2011
tt0107566,32325,The Yearling,Clarence Brown,7.2,PG,125 min,1946
tt0110391,43742,For Prophet,Mark Stewart Iverson,7.8,U,128 min,2024
tt0113691,28313,The Legend of Catclaws Mountain,Ritchie Greer,5.1,U,89 min,2024
tt0110428,11318,PokÃ©mon: The First Movie - Mewtwo Strikes Back,Kunihiko Yuyama,6.3,A,120 min,1998
tt0109836,3036,Meet Dave,Brian Robbins,5.1,U,145 min,2008
tt0113755,40490,Mavka: The Forest Song,Oleh Malamuzh,6.6,U,117 min,2023
tt0110538,24070,Hi Nanna,Shouryuv,8.2,A,109 min,2023
tt0110516,8986,The One and Only Ivan,Thea Sharrock,6.6,UA,95 min,2020
tt0110527,10510,Dog Gone,Stephen Herek,6.1,R,158 min,2023
tt0113808,17402,Madeline,Daisy von Scherler Mayer,6,A,188 min,1998
tt0113896,38722,The Girl Who Believes in Miracles,Richard Correll,5.9,UA,117 min,2021
tt0113870,8438,Sinbad and the Eye of the Tiger,Sam Wanamaker,6.4,UA,124 min,1977
tt0110684,11593,Stormbreaker,Geoffrey Sax,5.1,R,94 min,2006
tt0110638,1945,Nanny McPhee Returns,Susanna White,6.1,A,183 min,2010
tt0113967,39310,Fly Away Home,Carroll Ballard,6.9,U,120 min,1996
tt0117169,109560,"Miraculous: Ladybug & Cat Noir, the Movie",Jeremy Zag,6.1,UA,121 min,2023
tt0106402,56428,The Kid,Jon Turteltaub,6.1,PG,185 min,2000
tt0113948,63105,My Little Pony: A New Generation,Robert Cullen,6.8,G,107 min,2021
tt0110671,131957,Tad the Lost Explorer and the Emerald Tablet,Enrique Gato,6,UA,130 min,2022
tt0110632,241,Mr. Magorium's Wonder Emporium,Zach Helm,6.2,U,102 min,2007
tt0110737,9058,Kes,Ken Loach,7.9,A,91 min,1969
tt0110729,527,Apollo 10Â½: A Space Age Childhood,Richard Linklater,7.2,PG,167 min,2022
tt0114151,18220,The Black Stallion,Carroll Ballard,7.4,GP,105 min,1979
tt0114069,6950,Journey to Bethlehem,Adam Anders,6.4,A,127 min,2023
tt0110413,101,Snow Dogs,Brian Levant,5.2,,85 min,2002
tt0114113,63020,Mummies,Juan JesÃºs GarcÃ­a Galocha,5.9,R,205 min,2023
tt0114210,2307,Condorman,Charles Jarrott,5.7,,121 min,1981
tt0110912,680,The Love Bug,Robert Stevenson,6.5,,95 min,1969
tt0114084,41478,The Curse of Bridge Hollow,Jeff Wadlow,5.6,Passed,134 min,2022
tt0105652,25296,Troop Zero,Bertie Ellwood,6.9,U,96 min,2019
tt0110889,40156,Artemis Fowl,Kenneth Branagh,4.3,,123 min,2020
tt0110932,11450,Autumn and the Black Jaguar,Gilles de Maistre,5.6,,95 min,2024
tt0114129,30304,Our Town,Sam Wood,6.5,A,89 min,1940
tt0110963,10452,A Christmas Carol,Robert Zemeckis,6.8,Passed,128 min,2009
tt0114214,12106,The Peanuts Movie,Steve Martino,7,,99 min,2015
tt0114296,161495,Mary and the Witch's Flower,Hiromasa Yonebayashi,6.8,U,212 min,2017
tt0110907,3586,The Great Muppet Caper,Jim Henson,7.1,,139 min,1981
tt0111495,110,Zoey 102,Nancy Hower,4.9,,110 min,2023
tt0108394,108,Luv Ki Arrange Marriage,Ishrat R. Khan,4.7,,110 min,2024
tt0111507,109,Escape to Witch Mountain,John Hough,6.3,PG,161 min,1975
tt0110769,159185,The Spy Next Door,Brian Levant,5.4,A,108 min,2010
tt0114268,36357,Teenage Mutant Ninja Turtles III,Stuart Gillard,4.8,U,131 min,1993
tt0110965,92769,The Secret Garden,Marc Munden,5.6,Approved,111 min,2020
tt0114571,28033,Eight Below,Frank Marshall,7.3,,114 min,2006
tt0111333,22586,Smallfoot,Karey Kirkpatrick,6.6,Approved,104 min,2018
tt0111112,14334,Red Dog,Kriv Stenders,7.3,,135 min,2011
tt0111255,2636,The Greatest Show on Earth,Cecil B. DeMille,6.5,,99 min,1952
tt0111282,2164,Muppets Most Wanted,James Bobin,6.4,Approved,130 min,2014
tt0111070,11395,Finding 'Ohana,Jude Weng,6.1,Passed,129 min,2021
tt0111161,278,Akeelah and the Bee,Doug Atchison,7.4,U,238 min,2006
tt0111149,9905,The Many Adventures of Winnie the Pooh,John Lounsbery,7.5,,113 min,1977
tt0108260,87078,Cloak & Dagger,Richard Franklin,6.6,Approved,105 min,1984
tt0106966,12527,Stan & Ollie,Jon S. Baird,7.2,Passed,110 min,2018
tt0114594,20306,Zoom,Peter Hewitt,4.4,Passed,72 min,2006
tt0111309,36614,Old Yeller,Robert Stevenson,7.2,Passed,94 min,1957
tt0113936,27993,The Adventures of Milo and Otis,Masanori Hata,6.9,Passed,67 min,1986
tt0110081,31439,Quest for Camelot,Frederik Du Chau,6.2,,76 min,1998
tt0114614,9067,Wendell & Wild,Henry Selick,6.4,UA,124 min,2022
tt0114608,9059,The Wolf and the Lion,Gilles de Maistre,6.2,U,113 min,2021
tt0111280,193,Tall Girl 2,Emily Ting,4.7,UA,130 min,2022
tt0114609,25066,Sherlock Gnomes,John Stevenson,5.2,UA,163 min,2018
tt0111454,46797,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,6.2,UA,159 min,2014
tt0114852,12122,Red Shoes and the Seven Dwarfs,Hong Sung-ho,6.4,A,128 min,2019
tt0114694,11381,Wolf Children,Mamoru Hosoda,8.1,U,118 min,2012
tt0111590,32636,Batman: Mask of the Phantasm,Kevin Altieri,7.8,UA,144 min,1993
tt0114788,36141,Monster Trucks,Chris Wedge,5.7,U,108 min,2016
tt0114888,95963,Balto,Simon Wells,7.1,UA,159 min,1995
tt0108550,1587,The Prince and Me,Martha Coolidge,5.9,U,137 min,2004
tt0114857,9271,Ernest Scared Stupid,John R. Cherry III,5.8,U,113 min,1991
tt0114924,2064,Abominable,Jill Culton,7,UA,154 min,2019
tt0111667,19855,The Loud House Movie,Dave Needham,6.1,UA,144 min,2021
tt0109655,60855,An Unfinished Life,Lasse HallstrÃ¶m,7,R,96 min,2005
tt0110598,236,Where Is the Friend's House?,Abbas Kiarostami,8.1,A,150 min,1987
tt0112435,48287,Ice Princess,Tim Fywell,6,UA,114 min,2005
tt0109040,3049,Heaven Is for Real,Randall Wallace,5.8,UA,121 min,2014
