146599,William Holden,Action,50,0,en
188588,Charles Chaplin,Adventure,56,0,en
8447,Dean-Charles Chapman,Animation,57.1,0,en
10534,Anand Gandhi,Adventure,57.1,38000000,en
17414,Ayushmann Khurrana,Comedy,55,16000000,en
13997,Mohanlal,Adventure,57.1,0,en
2086,Mads Mikkelsen,Drama,80,8169363,en
61548,Payman Maadi,Comedy,57.1,0,en
9095,Lubna Azabal,Comedy,50,47000000,en
12158,Aras Bulut Iynemli,Animation,57.1,14000000,en
9283,Ã‡etin Tekindor,Comedy,48,0,en
9208,Brad Pitt,Adventure,34,50000000,en
40154,Jim Carrey,Adventure,66,0,en
406,Audrey Tautou,Adventure,57.1,3000000,fr
45549,Jason Statham,Adventure,59,0,en
63076,Ellen Burstyn,Drama,57.1,0,en
11062,Kevin Spacey,Animation,20,0,en
13685,Robin Williams,Action,22,7000000,en
47475,Mohammad Amir Naji,Adventure,57.1,0,en
2045,Tom Hanks,Biography,41,18000000,en
9614,Mel Gibson,Action,33,12000000,en
688,Harvey Keitel,Comedy,57.1,24000000,en
11907,Matthew Modine,Animation,40,0,de
10874,Aleksey Kravchenko,Adventure,33,0,en
89333,Sigourney Weaver,Comedy,66,0,en
96357,F. Murray Abraham,Comedy,17,0,en
197,Al Pacino,Biography,89,72000000,en
103,Mark Hamill,Adventure,46,1300000,en
33542,JÃ¼rgen Prochnow,Animation,57.1,7500000,cn
43566,Robert De Niro,Drama,57.1,35000000,en
71754,Paul Newman,Animation,57.1,0,en
43612,Malcolm McDowell,Adventure,32,13365000,en
51352,Keir Dullea,Animation,62,0,en
16934,Clint Eastwood,Animation,57.1,0,en
10324,Peter O'Toole,Adventure,53,0,en
78406,Jack Lemmon,Animation,53,25000000,en
55731,Cary Grant,Comedy,22,0,en
32119,James Stewart,Family,57.1,0,en
11066,Gene Kelly,Drama,59,40000000,en
11104,Takashi Shimura,Animation,57.1,0,cn
37975,Lamberto Maggiorani,Family,57.1,0,it
2074,Fred MacMurray,Action,66,7000000,en
27793,Orson Welles,Comedy,37,17000000,en
44284,Peter Lorre,Adventure,52,0,ar
290157,Brigitte Helm,Action,62,0,en
110972,Charles Chaplin,Animation,72,0,en
32622,Sushant Singh Rajput,Comedy,57.1,0,en
73067,Vicky Kaushal,Comedy,27,0,it
11863,Yash,Comedy,51,50000000,en
55475,Viggo Mortensen,Comedy,48,0,es
124636,Frances McDormand,Action,39,0,en
9101,Irrfan Khan,Action,30,0,en
123360,Prabhas,Comedy,42,0,en
5757,Carlos MartÃ­nez LÃ³pez,Animation,57.1,0,en
39428,Ajay Devgn,Adventure,80,0,en
124639,Kangana Ranaut,Animation,48,0,en
9302,Lembit Ulfsak,Adventure,42,60000000,en
11000,Farhan Akhtar,Adventure,57.1,31000000,en
249882,Manoj Bajpayee,Animation,78,0,en
16388,Rajat Barmecha,Comedy,40,0,en
9737,Irrfan Khan,Adventure,57.1,19000000,en
30765,Ricardo DarÃ­n,Biography,54,0,en
10474,Tom Hardy,Adventure,57.1,0,en
22279,Leonardo DiCaprio,Adventure,54,4000000,en
30157,Bob Peterson,Animation,35,0,en
568,Leonardo DiCaprio,Comedy,56,52000000,en
11780,Shah Rukh Khan,Comedy,71,28000000,en
34996,Daniel Day-Lewis,Animation,68,0,en
414,Ivana Baquero,Comedy,40,100000000,en
649,Tom Hanks,Adventure,57.1,0,fr
1873,Hugo Weaving,Adventure,57.1,0,en
5894,Aamir Khan,Biography,56,2000000,en
1775,Amitabh Bachchan,Animation,66,11000000,en
8839,Christian Bale,Animation,49,50000000,en
20649,Shah Rukh Khan,Drama,61,25000000,en
10329,Bruno Ganz,Comedy,57.1,50000000,en
8963,Chieko BaishÃ´,Drama,57.1,53000000,en
26564,Russell Crowe,Action,59,0,en
8068,Akshay Kumar,Animation,81,7000000,en
8512,Jason Flemyng,Comedy,57.1,27000000,en
1572,Kevin Spacey,Drama,52,90000000,en
13552,Sener Sen,Drama,67,0,en
259209,Al Pacino,Comedy,57.1,0,en
6520,Robert De Niro,Animation,43,55000000,en
9073,Aamir Khan,Drama,64,0,en
10428,Clint Eastwood,Comedy,19,20000000,en
17447,Harrison Ford,Comedy,36,0,en
9886,Davor Dujmovic,Comedy,57.1,25000000,en
9482,Hitoshi Takagi,Animation,53,90000000,en
19326,Bruce Willis,Adventure,57.1,0,en
9344,Tatsuya Nakadai,Drama,57.1,1500000,en
9071,Robert De Niro,Action,57.1,500000,en
8973,Alisa Freyndlikh,Comedy,57.1,0,en
15730,Ingrid Bergman,Comedy,88,0,en
47608,Anthony Quinn,Adventure,60,0,en
2293,Sanjeev Kumar,Comedy,53,6000000,en
9070,Terry Jones,Action,48,15000000,en
68274,Steve McQueen,Adventure,55,0,en
48787,Gregory Peck,Family,57.1,2,en
34574,ToshirÃ´ Mifune,Animation,68,0,en
1642,Spencer Tracy,Animation,81,22000000,en
11472,Marilyn Monroe,Animation,57.1,0,en
36196,Victor SjÃ¶strÃ¶m,Biography,54,150000,en
11980,Max von Sydow,Comedy,36,8,en
58372,Jean Servais,Drama,57.1,0,en
32646,Ray Milland,Animation,45,0,en
10533,ChishÃ» RyÃ»,Comedy,34,50000000,en
56088,ToshirÃ´ Mifune,Action,57.1,0,en
10802,Bette Davis,Drama,57.1,45000000,en
10149,Humphrey Bogart,Comedy,57.1,7000000,en
18402,Carole Lombard,Animation,57.1,0,en
9348,Charles Chaplin,Drama,80,35000000,en
139408,Buster Keaton,Biography,57.1,0,en
281,NoÃ©mie Merlant,Action,29,42000000,en
5967,Taapsee Pannu,Adventure,57.1,0,fr
79593,Miyu Irino,Animation,35,14000000,en
47939,Mario Casas,Animation,37,0,en
36834,Kim Min-hee,Animation,57.1,0,en
9090,Anne Dorval,Family,57.1,0,en
3512,Shahid Kapoor,Adventure,89,60000000,en
52856,Hugh Jackman,Animation,59,0,en
77350,Brie Larson,Crime,53,0,en
9560,DarÃ­o Grandinetti,Adventure,35,20000000,en
9804,Kemp Powers,Comedy,33,175000000,en
31611,Haluk Bilginer,Drama,17,8000000,en
65796,Aamir Khan,Animation,60,30000000,en
49805,Paresh Rawal,Drama,32,0,en
26258,Ralph Fiennes,Comedy,57.1,0,en
50797,Ben Affleck,Drama,57.1,2800000,ru
19155,Aoi Miyazaki,Biography,54,0,en
76,Andrew Garfield,Comedy,77,2500000,en
11017,Ronnie Del Carmen,Animation,48,10000000,en
37141,Ranbir Kapoor,Adventure,34,0,en
9382,Chiwetel Ejiofor,Family,57.1,21000000,en
6715,Daniel BrÃ¼hl,Adventure,71,0,en
18256,Matt Damon,Adventure,43,0,en
22625,Mark Ruffalo,Animation,57.1,0,en
2292,David Rawle,Animation,59,27000,en
1909,Vidya Balan,Animation,69,25000000,en
8984,Hrithik Roshan,Comedy,57.1,55000000,en
61813,Hugh Jackman,Animation,57.1,0,en
4954,Tom Hardy,Animation,57.1,45000000,en
62488,Anupam Kher,Comedy,53,0,it
10531,Clint Eastwood,Action,39,0,en
11929,Daniel Radcliffe,Comedy,57.1,0,en
8467,Masahiro Motoki,Drama,57.1,16000000,en
10451,Richard Gere,Comedy,57.1,0,zh
20156,Toni Collette,Action,57.1,0,en
18395,Chris Sanders,Comedy,57.1,0,en
522,Emile Hirsch,Comedy,47,18000000,en
397,Joel Coen,Comedy,57.1,0,en
10525,Sanjay Dutt,Animation,57.1,0,en
27985,Hilary Swank,Animation,37,0,en
15789,Don Cheadle,Comedy,39,0,en
27303,Jang Dong-Gun,Adventure,57.1,15000000,en
21183,Ethan Hawke,Action,53,0,en
10954,Sanjay Dutt,Animation,25,0,fr
47867,Kang-ho Song,Comedy,47,0,en
43475,Aamir Khan,Comedy,57.1,0,en
72031,Uma Thurman,Family,33,0,en
14275,Lee Unkrich,Animation,38,700000,en
1024,Leonardo DiCaprio,Animation,60,5000000,en
17207,Emilio EchevarrÃ­a,Adventure,66,10500000,en
13701,David Silverman,Comedy,69,120,en
14819,Kazuya Tsurumaki,Adventure,57.1,0,en
32631,Aamir Khan,Adventure,37,0,en
11777,Bruce Willis,Animation,61,25000000,en
628,Tim Roth,Comedy,57.1,60000000,en
87729,Jim Carrey,Animation,77,14000000,en
18713,Bajram Severdzan,Action,37,0,en
6280,Ethan Coen,Animation,57.1,60000000,en
9061,Tony Chiu-Wai Leung,Animation,73,0,en
37108,Ewan McGregor,Action,34,0,en
6071,Ethan Coen,Animation,47,40000000,en
11,Predrag 'Miki' Manojlovic,Animation,70,11000000,en
9587,Vincent Cassel,Animation,57.1,18000000,en
19101,Shah Rukh Khan,Drama,57.1,17000000,en
49980,Ethan Hawke,Adventure,62,0,en
17961,IrÃ¨ne Jacob,Adventure,81,10000000,fr
18183,Brigitte Lin,Adventure,64,2000000,es
4476,Sam Neill,Adventure,19,30000000,en
11008,Daniel Day-Lewis,Animation,39,0,en
47504,Leslie Cheung,Animation,41,0,en
32325,Gong Li,Drama,89,0,en
43742,Robin Williams,Comedy,57.1,60000000,en
28313,Wil Wheaton,Family,57.1,17000000,en
11318,Charlie Sheen,Animation,35,0,en
3036,Harry Dean Stanton,Adventure,43,45000000,en
40490,Sumi Shimamoto,Animation,57.1,0,en
24070,Kurt Russell,Drama,57.1,15000000,en
8986,Bob Geldof,Adventure,58,0,en
10510,Klaus Kinski,Biography,42,0,en
17402,Bertil Guve,Comedy,57.1,6,en
38722,Harrison Ford,Drama,57.1,5500000,en
8438,Anthony Hopkins,Action,57.1,0,en
11593,Graham Chapman,Action,42,0,en
1945,Robert De Niro,Comedy,52,31000000,en
39310,Sylvester Stallone,Adventure,77,0,en
109560,Faye Dunaway,Animation,57.1,0,en
56428,Ryan O'Neal,Comedy,45,4800000,en
63105,Margarita Terekhova,Animation,57.1,0,en
131957,Jack Nicholson,Animation,57.1,0,en
241,Ryan O'Neal,Comedy,48,34000000,en
9058,Harriet Andersson,Drama,57.1,0,en
527,Natalya Bondarchuk,Animation,79,0,en
18220,Alain Delon,Adventure,84,0,en
6950,Paul Newman,Adventure,57.1,50000000,en
101,Bibi Andersson,Adventure,29,16000000,fr
63020,Anatoliy Solonitsyn,Animation,57.1,11000000,en
2307,Brahim Hadjadj,Action,46,0,en
680,Silvia Pinal,Comedy,48,8000000,en
41478,Bette Davis,Adventure,38,0,en
25296,ToshirÃ´ Mifune,Comedy,58,400000,zh
40156,James Stewart,Adventure,31,0,en
11450,Eduard Abalov,Adventure,57.1,0,en
30304,Max von Sydow,Drama,57.1,0,en
10452,Spencer Tracy,Animation,55,0,fr
12106,Jean-Pierre LÃ©aud,Animation,67,32000000,en
161495,Charlton Heston,Animation,74,22000000,sv
3586,ToshirÃ´ Mifune,Adventure,70,15000000,en
110,Giulietta Masina,Comedy,57.1,0,fr
108,ToshirÃ´ Mifune,Comedy,57.1,0,fr
109,William Holden,Adventure,60,0,fr
159185,Marlon Brando,Action,27,0,zh
36357,Yves Montand,Action,40,0,en
92769,Kirk Douglas,Drama,59,0,en
28033,James Cagney,Adventure,64,0,en
22586,Orson Welles,Animation,60,35000000,en
14334,Emeric Pressburger,Biography,57.1,0,en
2636,Margaret Sullavan,Drama,76,45000000,en
2164,Laurence Olivier,Adventure,61,55000000,en
11395,James Stewart,Action,69,22000000,en
278,George Cukor,Drama,72,25000000,en
9905,Jean Gabin,Animation,57.1,0,en
87078,Clark Gable,Action,64,0,en
12527,Maria Falconetti,Biography,75,0,es
20306,Charles Chaplin,Action,26,0,en
36614,George O'Brien,Adventure,84,32,en
27993,Buster Keaton,Adventure,72,0,en
31439,Werner Krauss,Animation,50,0,zh
9067,Ayushmann Khurrana,Animation,69,25000000,en
9059,Willem Dafoe,Adventure,36,0,en
193,Akshay Kumar,Comedy,35,38000000,en
25066,Salman Khan,Animation,36,6000000,en
46797,Akshay Kumar,Comedy,54,0,en
12122,Ryan Gosling,Animation,57.1,0,en
11381,Dev Patel,Animation,71,0,en
32636,Matt Damon,Animation,65,0,en
36141,Rich Moore,Action,41,6500000,en
95963,Prabhas,Animation,57.1,0,en
1587,ChloÃ« Grace Moretz,Comedy,47,11000000,en
9271,Jacob Tremblay,Comedy,38,30000000,en
2064,Vijay Varma,Animation,61,17000000,en
19855,Akshay Kumar,Animation,57.1,0,en
60855,Brie Larson,Drama,49,0,en
236,Iko Uwais,Drama,57.1,3000000,en
48287,Benedict Cumberbatch,Comedy,55,0,en
3049,Chris Pratt,Biography,47,15000000,en
2759,Harrison Ford,Animation,53,0,en
12635,Joaquin Phoenix,Adventure,57.1,0,en
10497,Rami Malek,Animation,35,5000000,en
11382,Leonardo DiCaprio,Adventure,39,0,en
9331,Logan Lerman,Action,51,62000000,en
10731,Wagner Moura,Comedy,46,45000000,en
10464,Colin Firth,Animation,71,0,en
34152,Emma Stone,Comedy,42,0,en
9495,Ryan Reynolds,Comedy,57.1,15000000,en
29973,Golshifteh Farahani,Action,57.1,0,en
888,Abhay Deol,Animation,65,46000000,en
13,Donnie Yen,Adventure,39,55000000,en
712,Shah Rukh Khan,Action,16,6000000,en
16295,Erdem Can,Adventure,32,0,en
48992,Loveleen Tandan,Adventure,27,0,en
10879,Natalie Portman,Animation,43,45000000,en
10660,Wagner Moura,Comedy,57.1,0,en
10714,Robert Downey Jr.,Comedy,57.1,0,en
41647,Marjane Satrapi,Comedy,57,0,en
8587,Matthew McConaughey,Comedy,57,45000000,en
1689,Will Smith,Comedy,66,35000000,en
11596,Leonardo DiCaprio,Comedy,48,14000000,en
854,Matt Damon,Animation,41,23000000,en
9359,Seung-Yun Lee,Drama,57.1,0,en
23333,Quentin Tarantino,Animation,50,0,en
36593,Laura Obiols,Adventure,42,30000000,en
12280,Cem Yilmaz,Drama,41,6000000,en
2788,Jan Pinkava,Comedy,94,11500000,en
10427,Daniel Craig,Action,47,8000000,en
11011,Uma Thurman,Family,52,40000000,en
49803,Vladimir Garin,Comedy,57.1,0,en
8987,Ki-duk Kim,Action,57.1,45000000,en
1637,Javier Bardem,Adventure,69,30000000,en
15128,Russell Crowe,Action,13,0,en
8831,Preity Zinta,Animation,57.1,27000000,en
36955,Alan Mak,Drama,58,115000000,en
10449,Johnny Depp,Animation,39,0,en
10395,Ewan McGregor,Animation,74,0,en
12160,Craig T. Nelson,Animation,54,63000000,en
40480,Tae-Hyun Cha,Adventure,57.1,0,en
52038,Nicole Kidman,Comedy,39,0,en
29444,Ã–mer Faruk Sorak,Animation,57.1,0,en
26352,Jake Gyllenhaal,Animation,50,10000000,en
39953,Tom Cruise,Comedy,47,0,en
41580,BjÃ¶rk,Animation,73,0,fr
315,Richard Farnsworth,Action,36,45000,en
22067,Junko Iwao,Animation,41,7000000,en
18242,Ulrich Thomsen,Comedy,49,0,en
11667,Fernanda Montenegro,Animation,57.1,35000000,en
32502,Eli Marienthal,Animation,57.1,0,en
267188,Til Schweiger,Comedy,48,0,en
28732,Billy Bob Thornton,Comedy,57.1,0,en
75555,Timothy Spall,Animation,57.1,0,en
42981,Bruce Willis,Comedy,57.1,0,en
278939,Atsuko Tanaka,Comedy,30,0,en
291731,Danny Elfman,Animation,85,0,en
226229,Bill Murray,Drama,66,0,en
203119,Damian Chapa,Action,47,0,en
172923,Al Pacino,Animation,42,0,en
316098,John Musker,Action,57.1,0,en
8011,Kevin Costner,Animation,34,26000000,en
171857,Kirk Wise,Animation,45,0,en
2654,Kevin Costner,Adventure,57.1,8000000,en
18069,Danny Aiello,Adventure,50,0,en
19092,Dustin Hoffman,Action,55,0,en
2758,Mitsuo Iwata,Animation,83,0,en
38129,Cary Elwes,Adventure,34,0,en
10436,Bruno Ganz,Animation,62,34000000,en
13595,Gaspard Manesse,Animation,72,0,en
46094,Mayumi Tanaka,Adventure,45,17080000,en
9409,Arnold Schwarzenegger,Action,31,0,en
11853,Ben Kingsley,Comedy,24,0,en
16771,Tatsuya Nakadai,Comedy,38,3200000,en
46924,Peter Sellers,Animation,59,40000000,en
11041,Woody Allen,Action,57.1,0,en
306,Roy Scheider,Adventure,52,50000000,en
14522,Al Pacino,Comedy,51,0,en
26203,Gene Wilder,Comedy,53,0,en
178,Steve McQueen,Animation,89,0,en
19819,Ellen Burstyn,Action,64,0,en
57834,Laurence Olivier,Animation,96,0,en
4722,Timothy Bottoms,Adventure,33,13000000,en
18215,Topol,Adventure,68,0,en
1607,Jean-Louis Trintignant,Animation,87,22000000,en
26391,Paul Newman,Animation,72,0,en
117553,Mia Farrow,Comedy,34,13000000,en
6075,Charlton Heston,Animation,46,30000000,en
11310,Dustin Hoffman,Animation,57.1,0,en
18658,Elizabeth Taylor,Comedy,42,0,en
9350,Julie Andrews,Action,66,70000000,en
9612,Omar Sharif,Adventure,43,0,en
2124,Clint Eastwood,Adventure,30,40000000,en
26261,Marcello Mastroianni,Animation,53,0,en
19176,Anna Karina,Adventure,50,0,en
49299,Paul Newman,Action,41,0,en
11566,Marcello Mastroianni,Animation,30,0,en
9571,John Wayne,Drama,57.1,6900000,en
9739,James Stewart,Adventure,37,57000000,en
24257,Charlton Heston,Adventure,46,0,en
34444,Elizabeth Taylor,Adventure,57.1,8000000,en
26141,Burt Lancaster,Adventure,48,0,en
10997,Sterling Hayden,Animation,62,0,zh
50463,Robert Mitchum,Animation,40,0,en
10443,Anthony Quinn,Animation,39,0,en
20239,Simone Signoret,Animation,48,0,en
16297,William Holden,Animation,57.1,0,en
18551,Gregory Peck,Animation,59,0,en
25440,Vivien Leigh,Animation,64,0,en
9024,Humphrey Bogart,Adventure,69,30000000,en
37233,Dennis Price,Adventure,24,42000000,en
1634,James Stewart,Animation,39,20000000,en
13815,Robert Mitchum,Biography,61,0,en
5503,Celia Johnson,Animation,53,44000000,en
35588,Gene Tierney,Animation,57.1,35000000,en
2087,Myrna Loy,Comedy,41,0,en
41579,Cary Grant,Animation,70,30000000,en
18620,Humphrey Bogart,Animation,59,0,en
41006,Henry Fonda,Adventure,40,0,en
4916,George Cukor,Animation,74,0,en
2019,Marcel Dalio,Animation,38,18000000,en
31642,William Powell,Comedy,67,33000000,en
9255,Lew Ayres,Animation,65,25000000,en
26271,Aleksandr Antonov,Comedy,42,0,en
10612,Daniel Craig,Biography,35,0,en
2259,Sushant Singh Rajput,Comedy,24,25000000,en
16097,Lily Franky,Comedy,37,0,en
11934,Adam Driver,Animation,57.1,30000000,en
106143,Armie Hammer,Animation,70,40000000,en
12475,Laura Obiols,Drama,59,0,en
9386,Bryan Cranston,Animation,48,40000000,en
7984,Sam Neill,Action,36,13000000,en
59930,Viggo Mortensen,Animation,65,0,en
15765,Ferdia Walsh-Peelo,Animation,43,0,en
31643,Chris Hemsworth,Comedy,46,30000000,en
6,Jake Gyllenhaal,Action,52,0,en
329,Roman Griffin Davis,Biography,67,63000000,en
10909,Amy Adams,Comedy,55,9000000,en
507,Daisy Ridley,Adventure,76,1500000,en
34024,Ethan Hawke,Animation,91,0,en
29918,Patrick Stewart,Comedy,38,0,en
9593,Muhammet Uzuner,Action,71,85000000,en
42580,Jean Dujardin,Adventure,47,0,en
22317,Tom Cruise,Action,46,0,en
1413,Jean-Louis Trintignant,Comedy,57,0,en
12121,Robert De Niro,Animation,51,22000000,en
2246,Tahar Rahim,Comedy,57.1,0,en
10502,Sam Rockwell,Adventure,60,0,en
10440,KÃ¥re Hedebrant,Animation,54,13500000,en
9516,Sharlto Copley,Comedy,30,3500000,en
2320,Mickey Rourke,Comedy,44,55000000,en
5879,Shahid Kapoor,Adventure,57.1,0,ja
83718,Ellar Coltrane,Adventure,63,0,en
11971,Anamaria Marinca,Comedy,57.1,8000000,en
2625,Chris Pine,Drama,57.1,0,en
31911,Colin Farrell,Comedy,56,0,en
788,David Lee Smith,Animation,80,25000000,en
21450,Ken Watanabe,Drama,77,0,en
11231,Lee Pace,Drama,57.1,12000000,en
41588,Suraj Sharma,Action,69,0,en
10447,George Clooney,Animation,55,20000000,en
31586,Michel CÃ´tÃ©,Comedy,56,40000000,en
9300,GÃ©rard Jugnot,Animation,70,4000000,en
9559,Robert Downey Jr.,Drama,72,30000000,en
9800,Simon Pegg,Adventure,57.1,26000000,en
713,Birol Ãœnel,Adventure,51,7000000,en
8291,Sean Penn,Comedy,77,14000000,en
18133,Daniel Radcliffe,Animation,51,0,en
25557,Jet Li,Drama,39,0,en
22588,Rosario Flores,Adventure,83,0,en
10872,Branko Djuric,Animation,46,11000000,en
1245,Tensai Okamura,Animation,61,11500000,en
11858,Franka Potente,Animation,84,40000000,en
7007,Ricardo DarÃ­n,Comedy,54,0,en
10467,Julianne Moore,Action,57.1,0,en
5550,Billy Crudup,Comedy,54,22000000,en
8005,Naomi Watts,Comedy,42,20000000,en
2088,Ash Brannon,Animation,58,11500000,en
10412,Mark Wahlberg,Adventure,53,0,en
47889,Yoko Honna,Comedy,47,800000,en
14534,Rena Owen,Animation,39,12000000,en
56583,Christian Slater,Animation,59,0,en
41878,Juliette Binoche,Family,57.1,0,fr
424,KÃ´ichi Yamadera,Adventure,55,22000000,en
35233,Al Pacino,Animation,59,0,en
14291,Johnny Depp,Adventure,71,0,en
103413,Daniel Day-Lewis,Comedy,46,0,en
11236,Martin Landau,Animation,56,0,en
11592,Kevin Costner,Animation,87,13000000,en
8850,Mia Farrow,Comedy,33,25000000,en
10445,Jonathan Pryce,Animation,99,22000000,en
695,Rob Reiner,Action,36,0,en
43535,Peter Billingsley,Adventure,33,0,en
12519,John Belushi,Animation,58,0,en
23210,Woody Allen,Animation,66,0,en
858,Roy Scheider,Animation,73,21000000,en
867,David Emge,Adventure,34,40000000,en
78,Dustin Hoffman,Comedy,57,28000000,en
13203,Alejandro Jodorowsky,Animation,59,0,en
10442,Magali NoÃ«l,Drama,57.1,20000000,en
11074,Fernando Rey,Comedy,54,30,en
33367,Klaus Kinski,Animation,57,0,en
9607,Ruth Gordon,Comedy,76,48000000,en
17585,George C. Scott,Adventure,57.1,7400000,en
9057,William Holden,Comedy,47,50000000,en
20967,Duane Jones,Animation,53,0,en
10635,Peter O'Toole,Comedy,57,0,en
9479,Sidney Poitier,Adventure,40,18000000,en
10057,Cary Grant,Action,36,30000000,en
11969,Frank Sinatra,Animation,57.1,25000000,en
41590,Kirk Douglas,Animation,57.1,0,en
319,Gabriele Ferzetti,Crime,67,12500000,en
26408,Emmanuelle Riva,Adventure,68,0,en
15139,Charlton Heston,Animation,50,27000000,en
161158,John Wayne,Adventure,47,0,en
218473,James Dean,Animation,48,0,en
85247,Gary Cooper,Comedy,57.1,0,en
11446,Farley Granger,Animation,55,0,en
51980,James Stewart,Drama,57.1,0,en
24405,Edmund Gwenn,Comedy,42,0,en
11655,Cary Grant,Adventure,61,0,en
11800,Humphrey Bogart,Animation,65,0,en
8223,Ray Milland,Animation,69,0,es
14587,Cary Grant,Adventure,58,0,en
31504,Cary Grant,Animation,45,0,en
41653,William Keighley,Adventure,58,0,sv
53185,Edmund Goulding,Animation,78,0,en
95743,Ernest B. Schoedsack,Action,36,0,en
23637,Wallace Ford,Drama,74,0,en
17600,Max Schreck,Animation,76,200000,en
10897,Matthew McConaughey,Action,45,0,en
349394,Alia Bhatt,Biography,71,0,en
21352,Riz Ahmed,Animation,65,0,en
68806,Shahab Hosseini,Drama,49,0,it
37345,Fionn Whitehead,Action,57.1,0,en
32562,Giuseppe Battiston,Adventure,51,0,en
47507,Taraji P. Henson,Animation,66,0,en
25403,Ben Whishaw,Animation,78,0,it
124304,Shahid Kapoor,Animation,48,0,en
9066,Charlize Theron,Animation,55,0,en
771,Sushant Singh Rajput,Action,57.1,18000000,en
251,Casey Affleck,Comedy,37,22000000,en
812,Roland MÃ¸ller,Adventure,53,28000000,en
280,Felicity Jones,Comedy,56,100000000,en
581,Joe Russo,Adventure,49,22000000,en
80350,Samuel L. Jackson,Adventure,75,0,en
268,Saoirse Ronan,Comedy,27,35000000,en
274,Hugh Welchman,Animation,59,19000000,en
408,Bill Nighy,Animation,75,1488423,en
10020,BÃ©rÃ©nice Bejo,Animation,39,25000000,en
